Channel,Watch time(Minutes),Stream time(minutes),Peak viewers,Average viewers,Followers,Followers gained,Views gained,Partnered,Mature,Language,Giveaways
ipav999,144114480,191400,2536,737,163956,82668,2920832,TRUE,FALSE,English,FALSE
Lutti,143841150,89220,37121,1153,226344,163441,3727211,TRUE,FALSE,French,FALSE
kragiee,143449350,121890,6298,1137,234312,65977,3136101,TRUE,FALSE,English,FALSE
Puppers,143414790,98595,6798,1458,171425,64591,1753517,TRUE,FALSE,English,FALSE
Crayator,143191365,75165,4911,1796,599828,177501,3865293,TRUE,FALSE,English,FALSE
MANvsGAME,142696875,65775,5831,2103,510330,2336,2713787,TRUE,TRUE,English,TRUE
TheRealMarzaa,142547775,93015,12525,1505,495558,258153,2909149,TRUE,FALSE,Italian,FALSE
foggedftw2,142444290,111675,8622,1220,242205,109500,3438208,TRUE,TRUE,English,TRUE
Linkus7,142322655,121755,7248,1121,96728,41862,1866513,TRUE,FALSE,English,FALSE
Arcadum,142213980,134700,13801,992,120586,78642,2169921,TRUE,FALSE,English,FALSE
ImMarksman,142168560,77430,11141,1889,633443,152094,1311402,TRUE,FALSE,English,FALSE
LightFuryLF,142094850,111315,15139,1169,51589,32663,4989684,TRUE,FALSE,Thai,FALSE
BarcaGamer,141736230,119565,57917,1234,636568,548578,3012949,TRUE,FALSE,Spanish,FALSE
EFEUYGAC,141455130,38910,14481,3700,358498,297215,5234400,TRUE,TRUE,Turkish,TRUE
Xnapycz,141426165,87885,4388,1572,94551,44450,4521040,TRUE,TRUE,Czech,TRUE
SilentSentry,141219225,125760,5572,1085,301633,13533,1896110,TRUE,FALSE,English,FALSE
球球 (lilballzlolz),141185625,78015,6328,1724,118276,9831,4212219,TRUE,FALSE,Chinese,FALSE
DaigoTheBeasTV,141183435,57525,27261,2225,173271,42313,4166521,TRUE,FALSE,Japanese,FALSE
UncleBjorn,141021495,134805,4265,975,111003,26514,7886426,TRUE,FALSE,Russian,FALSE
AnniTheDuck,140975745,53220,7894,2533,460463,263210,7336341,TRUE,TRUE,German,TRUE
StRoGo,140812395,29385,45087,4621,272944,258332,5978117,TRUE,FALSE,Russian,FALSE
재슥짱 (pikra10),140512860,124170,4659,1068,77376,42516,2973636,TRUE,FALSE,Korean,FALSE
貝莉莓 (beryl_lulu),140500785,81990,15901,1739,156726,49522,9765341,TRUE,FALSE,Chinese,FALSE
purple_hs,140426535,111810,5460,1149,88792,18850,1512076,TRUE,FALSE,English,FALSE
Harmii,140304750,116130,7200,1159,333858,168452,3556031,TRUE,FALSE,German,FALSE
Zerkaa,140243025,51000,11192,2571,529504,373720,2530852,TRUE,FALSE,English,FALSE
iklooode25,140170155,21360,42463,7265,418710,354335,1443848,TRUE,FALSE,Arabic,FALSE
聶寶 (nielnieh345),140168070,186015,5455,728,93991,18742,4755073,TRUE,FALSE,Chinese,FALSE
akagreenn,140084580,51600,21136,2902,117916,114861,3514645,TRUE,TRUE,Turkish,TRUE
Spraggy,139893270,81585,30415,1674,99807,35453,3037728,TRUE,FALSE,English,FALSE
TpaBoMaH,139724325,92445,6813,1531,151266,85717,7804776,TRUE,FALSE,Russian,FALSE
Day9tv,139556325,64500,5597,2140,496790,13344,2495558,TRUE,FALSE,English,FALSE
Sologesang,139273200,123390,5120,1072,58531,26062,4569358,TRUE,FALSE,German,FALSE
karavay46,139258050,33045,48331,4037,354734,301941,8457221,TRUE,FALSE,Russian,FALSE
RaulZitoYT,139249440,131460,6545,839,78971,76729,2725303,TRUE,FALSE,Portuguese,FALSE
JonBams,139067415,88830,5577,1522,309837,75728,1940922,TRUE,TRUE,English,TRUE
Japan_ASMR,138935670,509670,496,271,67707,32649,1272641,TRUE,FALSE,Japanese,FALSE
OuterHeaven,137995935,94575,6955,1101,137954,7924,1037346,TRUE,TRUE,English,TRUE
Yamikazexz,137528370,74490,12411,1643,201657,161100,5719244,TRUE,FALSE,English,FALSE
aircool,137305080,128055,12620,964,153703,120570,1628826,TRUE,FALSE,English,FALSE
Lapi,137258130,171570,8684,789,130323,16992,6792456,TRUE,FALSE,French,FALSE
robn_live,137249820,133545,73664,656,66223,63975,1502917,TRUE,FALSE,English,FALSE
과로사1 (aram4519),136944300,81570,14167,1592,301329,179604,5711063,TRUE,FALSE,Korean,FALSE
Ezekiel_III,136597425,109890,18804,1190,190452,8969,4018240,TRUE,TRUE,English,TRUE
RebeuDeter,135843000,18510,24675,7141,215360,194128,2560454,TRUE,FALSE,French,FALSE
nookyyy,135590925,149220,7393,683,206681,78987,2481667,TRUE,FALSE,German,FALSE
BrookeAB,135540690,48705,24357,2777,737161,247335,6936235,TRUE,FALSE,English,FALSE
innocents,135250410,83790,13654,1557,534759,279080,3488587,TRUE,TRUE,English,TRUE
RealKraftyy,135181170,108585,19953,1235,710277,21198,4102026,TRUE,FALSE,English,FALSE
rhobalas_lol,135169095,174210,5224,779,100599,69851,3011205,TRUE,FALSE,French,FALSE
veloxey,135057600,88620,8596,1273,252913,180142,1874494,TRUE,FALSE,Italian,FALSE
ArQuel,134912310,116415,9110,1122,285920,45153,4895500,TRUE,FALSE,Polish,FALSE
ElOjoNinja,134761230,82020,9339,1484,273504,133594,5226901,TRUE,FALSE,Spanish,FALSE
Bamboe,134431230,118920,5956,1075,86644,25348,2322578,TRUE,FALSE,English,FALSE
Sonecarox,133976280,239655,2445,569,87530,21318,3105118,TRUE,TRUE,Portuguese,TRUE
MuTeX,133816530,150015,9448,824,200619,114872,1615269,TRUE,TRUE,English,TRUE
RayNarvaezJr,133649520,82605,6611,1589,528396,29068,2180691,TRUE,TRUE,English,TRUE
Tanovich,133079115,89865,10352,1434,296560,219383,3677360,TRUE,TRUE,Spanish,TRUE
Zalae,133078635,95010,5934,1351,170668,23494,1776974,TRUE,FALSE,English,FALSE
KheZu,132976365,124635,5322,991,122158,28840,2671995,TRUE,FALSE,English,FALSE
mandiocaa1,132533775,29685,9540,4355,312944,29691,2567198,TRUE,TRUE,Portuguese,TRUE
스피드소닉 (dragon3652),132487740,243375,2379,529,35503,11620,4618003,TRUE,FALSE,Korean,FALSE
RiotGamesOCE,132387150,40890,50458,3076,149775,65748,8437414,TRUE,FALSE,English,FALSE
Videoyun,132320235,123345,8057,1030,375697,85165,8078109,TRUE,FALSE,Turkish,FALSE
AlcastHQ,132082785,28905,12999,4680,81928,24582,41833833,TRUE,FALSE,English,FALSE
julien,132054690,80895,15150,1685,511861,177756,4880209,TRUE,FALSE,English,FALSE
iGeStarK,131957700,79455,12893,1282,244437,231731,2948954,TRUE,FALSE,Spanish,FALSE
Ziqoftw,131821710,94515,10569,1293,198304,33547,4933908,TRUE,FALSE,English,FALSE
CyrusTWO,131621775,128085,2727,1027,96691,25277,5787660,TRUE,TRUE,Swedish,TRUE
칸데르니아 (jmjdoc),131408250,170865,2395,756,30877,9502,4337476,TRUE,FALSE,Korean,FALSE
CouRageJD,131341275,14010,72100,8717,2115596,120434,2874860,FALSE,FALSE,English,FALSE
YoMax,131072925,58380,16952,2051,273980,129000,1715466,TRUE,FALSE,French,FALSE
JeffHoogland,130973670,113655,3375,1070,68914,7290,1965274,TRUE,FALSE,English,FALSE
Call of Duty (callofduty),130938960,3645,170131,19897,968465,50321,5423366,TRUE,TRUE,English,TRUE
GoBGG,130398315,92730,4198,1400,229586,37272,5971819,TRUE,FALSE,French,FALSE
Wackyjacky101,130390590,130335,5981,1012,209700,72794,9213152,TRUE,FALSE,English,FALSE
TaKeTV,130220190,108555,31809,829,227062,13033,2855045,TRUE,FALSE,German,FALSE
iceiceice,130179570,37545,8409,3107,183960,57797,2582911,TRUE,FALSE,English,FALSE
StarCraft,130159470,14850,56109,6636,342409,22130,4110003,TRUE,FALSE,English,FALSE
MadDecentLive,129993915,42510,36968,3069,95371,95352,44291541,FALSE,FALSE,English,FALSE
WillerZ,129956310,133770,24663,872,79392,68899,2344895,TRUE,TRUE,English,TRUE
SoyPan,129903855,132840,13884,954,343191,162018,2167760,TRUE,FALSE,Spanish,FALSE
murilo_RT,129898080,383955,8185,315,70814,55939,3070308,TRUE,TRUE,Portuguese,TRUE
Multiplayerit,129567630,111795,15237,1053,58786,17650,30889814,TRUE,FALSE,Italian,FALSE
Markstrom,129129615,106620,71423,915,93045,35277,1829062,TRUE,FALSE,English,FALSE
Krayn_Live,129103425,137040,4183,918,125775,20572,4621526,TRUE,TRUE,French,TRUE
西門夜說 (westdoor),128928105,109065,5363,1165,272662,16908,5018006,TRUE,TRUE,Chinese,TRUE
Sintica,128908575,94845,8467,1207,160387,110955,7008648,TRUE,FALSE,German,FALSE
FantaBobShow,128845890,65565,8248,1936,348598,86339,3598696,TRUE,TRUE,French,TRUE
ops1x,128783415,68235,23490,1457,268942,254190,3050489,TRUE,FALSE,English,FALSE
wingz,128746905,92715,3940,1347,85695,32924,3057045,TRUE,FALSE,Spanish,FALSE
,128586435,49230,14155,2603,294277,284221,6731111,TRUE,FALSE,Russian,FALSE
HunterGodBr,128369655,89520,51612,1737,258876,254260,14078099,TRUE,FALSE,Portuguese,FALSE
leplol1,128314530,125385,9307,1444,157981,116243,3163399,FALSE,FALSE,Portuguese,FALSE
sacy,128171445,96630,10692,1304,206184,117190,3590048,TRUE,FALSE,Portuguese,FALSE
헤징 (hejin0_0),127710465,125865,3032,1017,123451,72192,5800110,TRUE,FALSE,Korean,FALSE
Naru,127650015,39825,13744,3045,344859,123779,5321664,TRUE,FALSE,Turkish,FALSE
Warcraft,127646610,10005,51972,13741,593564,31688,6635421,TRUE,FALSE,English,FALSE
FlexZ,127550640,114750,14278,897,155382,133959,3254805,TRUE,FALSE,Spanish,FALSE
DizzyKitten,127398990,80100,10080,1584,613135,54653,8960383,TRUE,FALSE,English,FALSE
지수소녀 (wltn4765),127291245,134070,9379,980,99600,68129,6213041,TRUE,FALSE,Korean,FALSE
Staryuuki,127219620,77040,5530,1467,586475,530306,5418113,TRUE,FALSE,Spanish,FALSE
CeMka,127117680,110550,18473,979,86502,22116,4241970,TRUE,FALSE,Russian,FALSE
Halifax,126885855,160500,12478,793,228316,52433,2955093,TRUE,FALSE,English,FALSE
Bidule,126808620,61395,10100,2052,82570,64920,2486535,FALSE,TRUE,French,TRUE
Gabi,126779310,63480,17866,2174,271202,178648,3821231,TRUE,FALSE,Portuguese,FALSE
Hype,126704460,81510,10030,1674,145476,101271,6185689,TRUE,TRUE,Turkish,TRUE
Gigz,126436725,98685,15061,1136,254401,44075,1958787,TRUE,FALSE,English,FALSE
매직박 (yagubu),126240810,66165,25478,1666,59697,53490,3379601,TRUE,FALSE,Korean,FALSE
richwcampbell,126132675,69870,34756,1878,108410,57422,3790423,TRUE,FALSE,English,FALSE
ESL_CSGO_FR,126026325,53295,22857,2570,193614,26073,4124889,TRUE,FALSE,French,FALSE
양아지 (dkwl025),125872350,103365,6861,1237,220819,114560,4933531,TRUE,FALSE,Korean,FALSE
Cizzorz,125812350,56970,11782,1891,1866339,222573,3095942,TRUE,FALSE,English,FALSE
RyuQuezacotl,125680845,125820,4022,976,79063,9884,1867494,TRUE,TRUE,English,TRUE
Sigma,125477415,94695,81683,798,61206,54151,1334161,TRUE,TRUE,English,TRUE
Robbaz,125249820,86415,4938,1427,229652,23827,5009610,TRUE,FALSE,English,FALSE
mailand,124936395,86865,6867,1400,86561,31605,3923343,TRUE,TRUE,German,TRUE
Buozzi,124926540,142785,4036,872,75290,39547,5126434,TRUE,TRUE,Portuguese,TRUE
HeyarTV,124878165,155700,2343,786,124479,17695,2506556,TRUE,TRUE,French,TRUE
LenaGol0vach,124876665,30210,9115,4159,274237,40915,2969471,FALSE,FALSE,Russian,FALSE
Sinner666,124812240,24765,27996,4530,7102,7101,21322548,FALSE,FALSE,Russian,FALSE
TommyKayLIVE,124680810,108105,3536,1124,127770,58673,2561302,TRUE,TRUE,English,TRUE
TMemoryy,124620795,130440,3244,924,171107,64750,1027960,TRUE,FALSE,English,FALSE
Patriota,124595820,64305,29435,1951,646758,344213,3707623,TRUE,FALSE,Portuguese,FALSE
러너교 (runner0608),124525605,52785,17926,2434,164902,58988,4276695,FALSE,FALSE,Korean,FALSE
zorlaKOKA,124241010,100050,4977,1247,361102,83418,7654224,TRUE,FALSE,Portuguese,FALSE
Hitch,124224555,132870,3976,875,96343,30813,1942552,TRUE,TRUE,English,TRUE
calango,124180125,70155,8380,1736,767187,293608,3292645,TRUE,FALSE,Portuguese,FALSE
Adin2Huncho,124133550,64920,14502,1470,199880,162642,956614,TRUE,FALSE,English,FALSE
SlotRoom247,124078200,373800,20609,326,69183,69113,1338301,FALSE,TRUE,German,TRUE
ALLinPav,124058985,137760,6221,850,71579,21360,3156265,TRUE,TRUE,English,TRUE
Surefour,124056555,53145,7911,2289,331662,46991,2066041,TRUE,TRUE,English,TRUE
NumotTheNummy,123899265,105930,3359,1118,103069,8045,1530401,TRUE,FALSE,English,FALSE
aminematue,123826230,30480,16577,4016,124232,123363,2316908,TRUE,FALSE,French,FALSE
CallMeCarsonLIVE,123486240,14340,61531,8208,1151712,732108,3533199,TRUE,TRUE,English,TRUE
ZiggyDLive,123398085,99075,18437,1227,173807,15899,4249580,TRUE,FALSE,English,FALSE
KEEMSTAR,123365895,3465,74195,35333,146035,46367,7139253,FALSE,FALSE,English,FALSE
크캣66 (crazzyccat),123279435,192780,2543,644,35930,24849,1889696,TRUE,FALSE,Korean,FALSE
RelaxBeats,123273930,521430,2830,235,166162,29595,1094850,TRUE,FALSE,English,FALSE
LAGTVMaximusBlack,123125340,161535,7138,725,256353,13251,2310313,TRUE,TRUE,English,TRUE
Destructoid,122628630,103020,14566,1190,48007,8995,87603521,TRUE,FALSE,English,FALSE
LITkillah,122524635,13560,21359,9104,601927,562691,2162107,TRUE,FALSE,Spanish,FALSE
빅헤드 (bighead033),122523705,153000,3940,793,213212,52289,4399897,TRUE,FALSE,Korean,FALSE
마스카 (newmasca),122452320,217410,6431,567,109068,-4942,3417970,TRUE,FALSE,Korean,FALSE
AndyMilonakis,122311065,104745,10543,1153,547446,109111,3926918,TRUE,FALSE,English,FALSE
Remx,122192850,99180,13788,1205,178553,59432,2049420,TRUE,FALSE,French,FALSE
